brand,price,model,model_year,milage,fuel_type,transmission,engine,accident
Chevrolet,"$8,950",Malibu LTZ,2010,"55,900 mi.",Gasoline,Transmission w/Dual Shift Mode,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Audi,"$128,900",RS 7 4.0T quattro,2023,"3,158 mi.",Gasoline,1-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,None reported
Audi,"$17,000",A5 2.0T Premium Plus,2015,"82,000 mi.",Gasoline,8-Speed A/T,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Genesis,"$42,850",G70 2.0T,2023,"4,785 mi.",Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,None reported
Chevrolet,"$22,999",Trailblazer LS,2021,"20,497 mi.",Gasoline,9-Speed Automatic,1.3L I3 12V GDI DOHC Turbo,None reported
Scion,"$7,100",tC Base,2013,"177,600 mi.",Gasoline,6-Speed A/T,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Lincoln,"$15,500",MKZ Hybrid Base,2014,"78,568 mi.",Hybrid,A/T,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,None reported
Ford,"$43,000",Transit-350 XL,2018,"95,000 mi.",E85 Flex Fuel,A/T,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,None reported
Porsche,"$417,500",911 GT2 RS,2018,"4,529 mi.",Gasoline,7-Speed Automatic with Auto-Shift,3.8L H6 24V GDI DOHC Twin Turbo,None reported
Ford,"$39,951",Explorer Timberline,2021,"25,240 mi.",Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,At least 1 accident or damage reported
Volvo,"$11,500",XC90 3.2,2011,"88,300 mi.",Gasoline,A/T,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Chevrolet,"$27,499",Avalanche LTZ,2013,"98,000 mi.",E85 Flex Fuel,6-Speed A/T,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,At least 1 accident or damage reported
Audi,"$76,000",TT RS 2.5T,2018,"20,675 mi.",Gasoline,Transmission w/Dual Shift Mode,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,None reported
Lincoln,"$10,900",Navigator L,2008,"95,000 mi.",Gasoline,A/T,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,None reported
Hyundai,"$6,250",Elantra GLS,2010,"107,000 mi.",Gasoline,4-Speed A/T,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Audi,"$24,700",SQ5 3.0T Premium Plus,2016,"60,000 mi.",Gasoline,Transmission w/Dual Shift Mode,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Mitsubishi,"$34,999",Lancer Evolution GSR,2012,"33,000 mi.",Gasoline,5-Speed M/T,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Tesla,"$60,000",Model Y Performance,2023,500 mi.,,1-Speed A/T,455.0HP Electric Motor Electric Fuel System,None reported
Mercedes-Benz,"$63,500",Maybach S S 600,2016,"108,500 mi.",Gasoline,7-Speed A/T,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,None reported
Nissan,"$149,500",GT-R Premium,2017,"37,800 mi.",Gasoline,Transmission w/Dual Shift Mode,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$44,798",GLS 550 Base 4MATIC,2018,"74,422 mi.",Gasoline,Automatic,4.7 Liter Twin Turbo,None reported
Chevrolet,"$34,562",Blazer Premier,2019,"55,621 mi.",Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,None reported
Mazda,"$32,541",CX-9 Grand Touring,2021,"46,707 mi.",Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,At least 1 accident or damage reported
Ford,"$65,900",Expedition Max Limited,2022,"26,500 mi.",Gasoline,A/T,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Nissan,"$47,214",Titan XD SV,2020,"10,001 mi.",Gasoline,9-Speed Automatic,5.6L V8 32V GDI DOHC,None reported
Lexus,"$76,900",LX 570 Three-Row,2019,"19,050 mi.",Gasoline,8-Speed A/T,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,None reported
Chevrolet,"$35,800",Traverse Premier,2020,"52,000 mi.",Gasoline,A/T,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$54,999",Sprinter High Roof,2014,"65,000 mi.",Diesel,7-Speed A/T,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,At least 1 accident or damage reported
BMW,"$6,730",X5 3.0i,2004,"140,000 mi.",Gasoline,Transmission w/Dual Shift Mode,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Ford,"$14,950",Fusion SE,2018,"75,600 mi.",Gasoline,A/T,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Lincoln,"$12,000",MKZ Base,2015,"117,292 mi.",Gasoline,A/T,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Ford,"$429,998",GT,2005,"1,897 mi.",Gasoline,Manual,5.4 Liter SC DOHC,None reported
Genesis,"$33,600",G90 5.0 Ultimate,2017,"26,000 mi.",Gasoline,Transmission w/Dual Shift Mode,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
Lexus,"$99,950",LC 500 Base,2022,"2,071 mi.",Gasoline,Automatic,5.0L V8 32V PDI DOHC,None reported
Ford,"$61,900",Shelby GT500 Base,2014,"15,629 mi.",Gasoline,6-Speed Manual,5.8L V8 32V MPFI DOHC Supercharged,None reported
Saturn,"$18,500",Sky Base,2008,"15,020 mi.",Gasoline,A/T,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,None reported
Audi,"$119,900",RS Q8 4.0T quattro,2022,"11,322 mi.",Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,None reported
Toyota,"$65,998",Land Cruiser,2016,"50,361 mi.",Gasoline,Automatic,5.7 Liter,None reported
Mercedes-Benz,"$36,000",SL-Class SL 550,2013,"115,000 mi.",Gasoline,Transmission w/Dual Shift Mode,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Porsche,"$63,500",911 Carrera C2S,2005,"28,500 mi.",Gasoline,6-Speed M/T,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$32,000",AMG GLA 45 Base 4MATIC,2018,"51,700 mi.",Gasoline,Transmission w/Dual Shift Mode,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Ford,"$3,900",Taurus X Limited,2008,"148,949 mi.",Gasoline,A/T,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
BMW,"$31,750",440 Gran Coupe i,2018,"39,300 mi.",Gasoline,8-Speed A/T,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Honda,"$28,500",S2000 CR,2008,"82,323 mi.",Gasoline,6-Speed M/T,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,None reported
Acura,"$34,998",Integra w/A-Spec Tech Package,2023,"3,574 mi.",Gasoline,Variable,1.5 Liter Turbo,None reported
Ford,"$12,749",Excursion Limited,2001,"109,357 mi.",Gasoline,A/T,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$18,853",SL-Class SL500 Roadster,2004,"46,000 mi.",Gasoline,A/T,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$104,999",CLS-Class CLS 550,2007,"123,112 mi.",Gasoline,A/T,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
INFINITI,"$16,900",G35 Sport,2007,"37,100 mi.",Gasoline,6-Speed M/T,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Volkswagen,"$14,500",Golf GTI 2.0T S 4-Door,2016,"89,000 mi.",Gasoline,6-Speed M/T,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Dodge,"$53,900",Challenger R/T Scat Pack,2022,"1,240 mi.",Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,None reported
Lincoln,"$47,999",Navigator L Reserve,2019,"67,073 mi.",Gasoline,10-Speed A/T,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Maserati,"$24,900",Ghibli S Q4,2015,"28,700 mi.",Gasoline,8-Speed A/T,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,
Tesla,"$93,999",Model X Base,2023,"8,200 mi.",,A/T,670.0HP Electric Motor Electric Fuel System,None reported
Mercedes-Benz,"$108,900",AMG G 63 Base,2018,"41,000 mi.",Gasoline,Transmission w/Dual Shift Mode,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,None reported
Ford,"$34,998",Expedition Limited,2018,"98,995 mi.",Gasoline,Automatic,3.5 Liter GTDI,None reported
Volkswagen,"$5,000",Routan SE,2012,"123,815 mi.",Gasoline,6-Speed A/T,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Bugatti,"$1,950,995",Veyron 16.4 Grand Sport,2011,"6,330 mi.",Gasoline,7-Speed Automatic with Auto-Shift,8.0L W16 64V GDI DOHC Twin Turbo,None reported
Toyota,"$34,084",Highlander XLE,2020,"61,341 mi.",Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,At least 1 accident or damage reported
Honda,"$15,599",Civic LX,2016,"96,473 mi.",Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,None reported
Jeep,"$31,331",Wrangler Unlimited Sahara,2017,"66,107 mi.",Gasoline,5-Speed Automatic,3.6L V6 24V MPFI DOHC,None reported
Land,"$9,900",Rover Range Rover Supercharged,2008,"114,287 mi.",Gasoline,6-Speed A/T,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,None reported
Acura,"$14,500",ILX 2.0L w/Premium Package,2015,"75,000 mi.",Gasoline,5-Speed A/T,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
BMW,"$36,800",M6 Base,2016,"45,800 mi.",Gasoline,7-Speed A/T,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,
Polestar,"$35,999",2 Launch Edition,2021,"12,172 mi.",,1-Speed Automatic,Electric,None reported
BMW,"$35,000",X6 sDrive35i,2016,"70,582 mi.",Gasoline,8-Speed A/T,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Porsche,"$49,750",Cayman S,2014,"33,088 mi.",Gasoline,7-Speed A/T,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Lincoln,"$49,000",Corsair Grand Touring,2021,"1,850 mi.",Plug-In Hybrid,CVT Transmission,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,None reported
Cadillac,"$10,500",DTS Luxury II,2008,"94,155 mi.",Gasoline,4-Speed A/T,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,None reported
Cadillac,"$17,999",ATS 3.6L Luxury,2016,"25,000 mi.",Gasoline,8-Speed A/T,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
GMC,"$27,995",Sierra 1500 SLT,2016,"99,500 mi.",Gasoline,8-Speed A/T,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,None reported
INFINITI,"$8,750",G37 x,2009,"158,564 mi.",Gasoline,A/T,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,None reported
Ford,"$78,499",Transit-350 XLT,2023,"20,000 mi.",Gasoline,10-Speed A/T,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Cadillac,"$20,850",XTS Luxury,2018,"46,711 mi.",Gasoline,6-Speed A/T,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Nissan,"$41,000",NV Passenger NV3500 HD SL V8,2017,"46,496 mi.",Gasoline,A/T,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$53,800",GLS 450 Base 4MATIC,2019,"19,800 mi.",Gasoline,9-Speed A/T,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$37,900",Land Cruiser Base,2008,"175,000 mi.",Gasoline,6-Speed A/T,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Toyota,"$63,500",Land Cruiser Base,2016,"61,500 mi.",Gasoline,8-Speed A/T,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,None reported
RAM,"$65,000",ProMaster 2500 Window Van High Roof,2016,"49,750 mi.",Gasoline,6-Speed A/T,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Lamborghini,"$100,000",Gallardo Base,2007,"38,800 mi.",Gasoline,Transmission w/Dual Shift Mode,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,None reported
Lincoln,"$8,995",MKZ Base,2011,"83,765 mi.",Gasoline,A/T,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$105,500",EQS 450 4MATIC,2023,"7,388 mi.",,1-Speed A/T,355.0HP Electric Motor Electric Fuel System,None reported
Lamborghini,"$359,991",Huracan Tecnica Coupe,2023,278 mi.,Gasoline,Automatic,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",None reported
Alfa,"$75,900",Romeo Giulia Quadrifoglio,2022,"1,966 mi.",Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,None reported
Chevrolet,"$23,995",Trailblazer LT,2021,"50,648 mi.",Gasoline,Automatic CVT,1.2L I3 12V GDI DOHC Turbo,None reported
Toyota,"$29,500",Land Cruiser Base,1993,"231,500 mi.",–,A/T,–,None reported
Lamborghini,"$257,000",Urus Base,2021,"13,692 mi.",Gasoline,8-Speed A/T,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,None reported
INFINITI,"$15,000",G37 x,2013,"60,058 mi.",Gasoline,A/T,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Maserati,"$33,950",Levante S,2017,"54,423 mi.",Gasoline,8-Speed A/T,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$47,498",Highlander Limited,2022,"24,001 mi.",Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,None reported
Nissan,"$50,998",Armada SL,2022,"14,735 mi.",Gasoline,Automatic,5.6 Liter,None reported
Audi,"$42,998",Q5 Premium,2023,"2,425 mi.",Hybrid,Automatic,2.0 Liter TFSI,None reported
Ford,"$94,999",Shelby GT500 Base,2022,"2,050 mi.",Gasoline,Transmission w/Dual Shift Mode,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,None reported
Lincoln,"$46,995",Navigator L Reserve,2019,"64,855 mi.",Gasoline,10-Speed A/T,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$62,479",EQS 450+ Base,2022,"16,238 mi.",,1-Speed A/T,329.0HP Electric Motor Electric Fuel System,None reported
RAM,"$47,995",1500 Laramie,2022,"18,051 mi.",Gasoline,Automatic,5.7L V8 16V MPFI OHV,None reported
Lincoln,"$14,900",Town Car Base,2004,"36,524 mi.",Gasoline,4-Speed A/T,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,None reported
Acura,"$39,998",TLX w/A-Spec Package,2022,"14,896 mi.",Gasoline,2,2.0 Liter DOHC Turbo,None reported
Toyota,"$29,999",Camry Hybrid LE,2022,"14,048 mi.",Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,None reported
Honda,"$3,900",CR-V EX,2003,"224,000 mi.",Gasoline,M/T,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$26,000",E-Class E 550,2014,"80,581 mi.",Gasoline,Transmission w/Dual Shift Mode,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,None reported
Mazda,"$11,000",MX-5 Miata Grand Touring,2007,"81,400 mi.",Gasoline,6-Speed M/T,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Porsche,"$63,000",718 Boxster Base,2019,"6,700 mi.",Gasoline,7-Speed A/T,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Ford,"$22,500",Transit-350 XLT,2015,"143,000 mi.",Gasoline,6-Speed A/T,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,None reported
Kia,"$18,688",Sportage SX Turbo,2017,"87,842 mi.",Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,None reported
INFINITI,"$16,500",G37 S Sport,2010,"116,451 mi.",Gasoline,6-Speed M/T,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,None reported
Nissan,"$27,900",Titan XD S,2019,"53,677 mi.",Gasoline,7-Speed A/T,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,None reported
Audi,"$77,500",S7 2.9T Prestige,2021,"12,000 mi.",Hybrid,8-Speed A/T,444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,None reported
Land,"$43,998",Rover Discovery HSE,2019,"20,034 mi.",Gasoline,Automatic,3.0 Liter,None reported
Ford,"$68,000",Transit-350 XLT,2020,"32,000 mi.",Diesel,A/T,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,None reported
INFINITI,"$19,995",Q70 3.7,2014,"70,312 mi.",Gasoline,7-Speed A/T,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,None reported
Jeep,"$54,000",Gladiator Rubicon,2022,"8,794 mi.",Gasoline,A/T,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Lincoln,"$5,900",MKX Base,2010,"156,000 mi.",Gasoline,6-Speed A/T,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Porsche,"$134,999",911 Carrera 4S,2020,"25,568 mi.",Gasoline,7-Speed Manual,3.0L H6 24V GDI DOHC Twin Turbo,None reported
Mercedes-Benz,"$34,250",AMG C 43 Base 4MATIC,2018,"67,100 mi.",Gasoline,Transmission w/Dual Shift Mode,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Porsche,"$37,000",Cayman Base,2014,"52,000 mi.",Gasoline,Transmission w/Dual Shift Mode,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Acura,"$12,000",MDX 3.7L Advance,2011,"137,200 mi.",Gasoline,Transmission w/Dual Shift Mode,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,None reported
Volkswagen,"$32,000",Golf R 4-Door w/DCC & Navigation,2018,"36,000 mi.",Gasoline,7-Speed A/T,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Kia,"$24,500",Forte GT-Line,2023,"15,500 mi.",Gasoline,CVT Transmission,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
BMW,"$96,998",M8 Competition,2020,"10,906 mi.",Gasoline,Automatic,4.4 Liter Twin Turbo,None reported
Lincoln,"$26,545",MKC Select,2019,"49,814 mi.",Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,None reported
BMW,"$86,999",i8 Base,2015,846 mi.,Plug-In Hybrid,A/T,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,None reported
Toyota,"$34,645",Highlander XLE,2021,"67,039 mi.",Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,None reported
Mazda,"$28,535",CX-30 Premium Package,2023,"2,636 mi.",Gasoline,6-Speed Automatic,2.5L I4 16V,None reported
Porsche,"$43,550",Cayenne Platinum Edition,2018,"50,166 mi.",Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,At least 1 accident or damage reported
Lincoln,"$27,500",MKZ Reserve,2017,"37,375 mi.",Gasoline,6-Speed A/T,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Tesla,"$31,000",Model 3 Standard Range Plus,2021,"21,600 mi.",,A/T,271.0HP Electric Motor Electric Fuel System,None reported
Porsche,"$69,000",718 Cayman S,2019,"9,500 mi.",Gasoline,7-Speed A/T,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Chevrolet,"$16,000",Corvette Base,2005,"143,095 mi.",Gasoline,4-Speed A/T,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,None reported
Acura,"$8,500",RSX Type S,2002,"80,000 mi.",Gasoline,6-Speed M/T,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Ferrari,"$275,000",Roma Base,2021,"3,000 mi.",Gasoline,8-Speed A/T,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$45,000",Cayman S,2007,"5,856 mi.",Gasoline,6-Speed M/T,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Rolls-Royce,"$488,880",Phantom Drophead Coupe Drophead,2013,"2,958 mi.",Gasoline,8-Speed Automatic,6.8L V12 48V GDI DOHC,None reported
Audi,"$74,900",SQ7 4.0T,2022,"28,927 mi.",Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,None reported
Mercedes-Benz,"$144,664",AMG GLS 63 4MATIC,2022,"4,102 mi.",Hybrid,9-Speed A/T,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,None reported
Honda,"$38,500",Ridgeline RTL-E,2021,"14,442 mi.",Gasoline,9-Speed A/T,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$12,995",CLK-Class 500 Cabriolet,2005,"64,000 mi.",Gasoline,7-Speed A/T,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
Lexus,"$10,000",GX 470 Base,2004,"154,000 mi.",Gasoline,A/T,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Lexus,"$27,000",NX 200t Base,2015,"54,000 mi.",Gasoline,6-Speed A/T,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Dodge,"$6,000",Dakota SLT Quad Cab,2007,"232,492 mi.",Gasoline,4-Speed A/T,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Maserati,"$52,645",Ghibli S Q4 GranSport,2020,"25,721 mi.",Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,None reported
Land,"$35,998",Rover Discovery Sport SE R-Dynamic,2020,"20,927 mi.",Gasoline,Automatic,2.0 Liter,None reported
Aston,"$159,500",Martin DBX Base,2021,"2,353 mi.",Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,None reported
Audi,"$33,610",Q3 45 S line Premium,2022,"9,325 mi.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,None reported
Ford,"$28,616",Explorer XLT,2020,"61,001 mi.",Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,At least 1 accident or damage reported
Mercedes-Benz,"$46,900",AMG GLC 63 Base 4MATIC,2018,"71,962 mi.",Gasoline,9-Speed A/T,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,None reported
Subaru,"$29,990",BRZ Premium,2023,"5,800 mi.",Gasoline,6-Speed M/T,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,None reported
BMW,"$28,499",640 i,2016,"40,080 mi.",Gasoline,8-Speed A/T,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Kia,"$36,500",Stinger GT2,2020,"57,000 mi.",Gasoline,A/T,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Chevrolet,"$31,985",Bolt EUV Premier,2022,"7,624 mi.",,1-Speed Automatic,Electric,None reported
Subaru,"$9,999",Forester 2.5 XT,2004,"122,000 mi.",Gasoline,5-Speed M/T,210.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Kia,"$36,998",Sportage X-Pro,2023,459 mi.,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,None reported
BMW,"$40,500",M4 Base,2016,"62,500 mi.",Gasoline,7-Speed A/T,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Hyundai,"$17,500",Equus Signature,2013,"72,000 mi.",Gasoline,8-Speed A/T,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$69,900",AMG E 53 4MATIC,2020,"8,375 mi.",Gasoline,"Automatic, 9-Spd 9G-Tronic","AMG 3L I-6 gasoline direct injection, DOHC, variable valve contr",None reported
BMW,"$53,000",M550 i xDrive,2020,"40,000 mi.",Gasoline,Transmission w/Dual Shift Mode,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,None reported
Subaru,"$30,000",Impreza WRX STI,2014,"77,000 mi.",Gasoline,6-Speed M/T,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Mercedes-Benz,"$159,998",AMG G 63 Base,2019,"19,593 mi.",Gasoline,Automatic,4.0 Liter Twin Turbo,None reported
Mazda,"$22,966",Mazda6 Grand Touring,2020,"35,902 mi.",Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,None reported
Hyundai,"$9,800",Veloster Base,2013,800 mi.,Gasoline,Transmission w/Dual Shift Mode,132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,None reported
Bentley,"$239,995",Bentayga S,2023,"2,600 mi.",Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,None reported
Land,"$79,998",Rover Defender X-Dynamic SE,2023,"6,204 mi.",Hybrid,Automatic,3.0 Liter,None reported
Kia,"$37,405",Telluride SX,2020,"69,185 mi.",Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,None reported
Maserati,"$41,900",GranTurismo Sport,2015,"45,000 mi.",Gasoline,6-Speed A/T,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,None reported
BMW,"$39,998",540 i xDrive,2020,"37,426 mi.",Gasoline,Automatic,2.0 Liter Turbo,None reported
INFINITI,"$8,500",M56 Base,2011,"137,000 mi.",Gasoline,Transmission w/Dual Shift Mode,420.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Mazda,"$18,500",Mazda3 s Grand Touring,2016,"85,000 mi.",–,A/T,–,At least 1 accident or damage reported
Chevrolet,"$73,900",Corvette Stingray w/1LT,2023,"4,000 mi.",Gasoline,8-Speed A/T,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
